pathway	Ship-Ballast-100-02-01-17-SA-2-tank-6-uptake-3	Ship-Ballast-101-02-01-17-SA-2-tank-2-uptake-1	Ship-Ballast-102-02-01-17-SA-2-tank-2-uptake-2	Ship-Ballast-103-02-01-17-SA-2-tank-2-uptake-3	Ship-Ballast-110-02-05-17-SA-2-Dis6-1	Ship-Ballast-111-02-05-17-SA-2-Dis6-2	Ship-Ballast-112-02-05-17-SA-2-Dis6-3	Ship-Ballast-113-02-05-17-SA-2-Dis2B-1	Ship-Ballast-114-02-05-17-SA-2-Dis2B-2	Ship-Ballast-115-02-05-17-SA-2-Dis2B-3	Ship-Ballast-80-10-18-16-SA-1-UP-5-1	Ship-Ballast-81-10-18-16-SA-1-UP-5-2	Ship-Ballast-82-10-18-16-SA-1-UP-5-3	Ship-Ballast-83-10-17-16-SA-1-UP-6-1	Ship-Ballast-84-10-17-16-SA-1-UP-6-2	Ship-Ballast-85-10-17-16-SA-1-UP-6-3	Ship-Ballast-86-10-20-16-EX-Dis-5-1	Ship-Ballast-87-10-20-16-EX-Dis-5-2	Ship-Ballast-88-10-20-16-EX-Dis-5-3	Ship-Ballast-89-10-20-16-EX-UP-5-1	Ship-Ballast-90-10-20-16-EX-UP-5-2	Ship-Ballast-91-10-20-16-EX-UP-5-3	Ship-Ballast-92-10-23-16-SA-1-Dis-6-1	Ship-Ballast-93-10-23-16-SA-1-Dis-6-2	Ship-Ballast-94-10-23-16-SA-1-Dis-6-3	Ship-Ballast-95-10-23-16-SA-1-Dis-5-1	Ship-Ballast-96-10-23-16-SA-1-Dis-5-2	Ship-Ballast-97-10-23-16-SA-1-Dis-5-3	Ship-Ballast-98-02-01-17-SA-2-tank-6-uptake-1	Ship-Ballast-99-02-01-17-SA-2-tank-6-uptake-2
PWY0-862	3419.604625	1801.300357	1778.46381	1754.081538	11693.17624	8708.02504	10767.70504	10684.1128	12482.52081	7271.365506	7073.228542	6026.157513	5753.448952	9470.164568	11202.37122	10870.67657	5731.182553	6302.042786	7598.332053	18722.29411	19356.75861	16068.36823	12312.04577	10459.12576	9561.67316	5895.463334	7320.279033	4701.616631	2032.890274	1523.635177
PWY1G-0	296.4181026	285.7593151	164.9575338	180.2791519	64.05298013	49.13555992	31.6091954	0	0	0	49.73913043	24.68838527	49.44954128	9.935064935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.6077739	110.1030928
PWY490-3	528.0133226	242.8677958	374.8004566	299.7360111	1292.581997	761.6785713	1406.395629	1987.871901	2477.151963	1395.56068	1234.040273	980.427075	948.2547387	509.6740417	510.7460881	457.5824555	40.4725264	64.43875253	43.47645174	35.21926925	25.7385864	10.49663669	13.49840836	0	0	0	0	0	332.223174	224.1717673
PWY4FS-7	3390.899924	2167.220304	1820.439565	1873.236321	9464.121945	7145.008911	8503.086836	7824.002148	9136.781439	5276.138811	5124.852863	4328.343489	4176.562064	6187.045798	7294.530206	6960.791629	5319.935977	5928.336817	7096.210783	11853.10753	12269.68436	10071.42632	11097.34756	9510.442199	8535.509088	3977.393274	4935.078074	3208.319981	1944.606781	1559.186553
PWY4FS-8	3390.899924	2167.220304	1820.439565	1873.236321	9464.121945	7145.008911	8503.086836	7824.002148	9136.781439	5276.138811	5124.852863	4328.343489	4176.562064	6187.045798	7294.530206	6960.791629	5319.935977	5928.336817	7096.210783	11853.10753	12269.68436	10071.42632	11097.34756	9510.442199	8535.509088	3977.393274	4935.078074	3208.319981	1944.606781	1559.186553
PWYG-321	3855.30352	2039.925388	1998.057326	1968.685903	14202.19107	10656.38109	12913.95479	12227.26247	14211.83986	8297.466118	7505.369915	6359.473146	6085.793467	9245.596401	10368.45068	10559.11326	7145.007251	7884.757878	9466.684454	12629.78795	14186.15773	10263.57364	14704.68903	11816.16062	10975.71225	6668.336986	8257.063911	5392.54874	2285.985081	1717.894815
PYRIDNUCSAL-PWY	1592.200512	1078.268672	804.2922975	788.6917648	5402.627262	4102.99556	4839.211652	4221.440015	4903.998567	2844.556117	2881.934644	2436.73801	2398.538403	4319.379506	5150.446911	5025.125436	2907.979896	3226.615126	3858.826919	4065.51947	4168.826549	3410.317079	6295.115644	5395.342262	4794.58559	1984.995991	2477.049376	1658.128467	894.8088525	818.0411105
PYRIDNUCSYN-PWY	2734.224915	1612.643872	1454.092317	1390.053786	5947.239965	4472.532807	5339.424187	5033.059558	5865.674944	3397.212436	2985.899798	2548.272018	2471.793057	4256.486466	5100.327461	4973.056979	2961.197632	3278.675728	3943.948802	8656.071549	8966.821466	7410.727613	7413.840875	6277.565344	5764.975862	2812.38037	3478.945764	2247.007359	1569.410811	1204.818016
PYRIDOXSYN-PWY	517.8678172	521.5077584	495.9346741	384.6433945	6093.045943	4580.763485	5530.57323	5286.95298	6197.555799	3559.945945	3621.290671	3053.322714	2934.93554	4516.700808	5368.332518	5194.375225	3219.491919	3573.099244	4290.832635	9318.530164	9628.651122	7972.629493	7430.232881	6305.48165	5784.307068	2891.445523	3573.113732	2297.103696	280.9033341	182.9043508
REDCITCYC	2950.909795	1889.09786	1679.499922	1488.003463	7726.792562	5624.852385	7173.441094	7905.305239	9370.807588	5416.507566	3991.880798	3219.117205	3093.962656	2136.829395	2308.534183	1839.559838	4042.261229	4405.073884	5521.274776	5438.826724	5549.387659	4648.143071	9902.439835	8389.829029	7652.335852	3733.526901	4678.826048	3085.962749	1517.385334	1365.494724
RHAMCAT-PWY	120.7578601	120.0167253	111.7713875	124.7133851	0	0	0	0	0	0	73.22931557	84.37747359	73.45600378	20.4024379	13.73019758	11.76848875	9.396014465	0	0	8.757180157	10.40134319	0	0	0	0	0	0	0	110.1409606	103.3107911
RIBOSYN2-PWY	3254.74159	1966.62664	1743.774996	1655.913597	6739.060748	5061.011394	6143.500455	6136.987646	7230.157643	4151.503521	4503.884028	3798.331071	3635.293243	5393.196724	6421.061716	6206.139821	3490.53081	3868.325073	4650.278349	10968.60999	11321.57435	9303.281787	8079.869184	6837.33568	6280.257971	3248.713621	4008.938406	2571.972432	1890.06704	1486.195211
RUMP-PWY	379.9472376	343.1824719	305.7299309	312.097684	563.6793294	423.7763763	533.9375047	377.3088402	384.8836314	146.1076349	90.72659788	0	0	0	0	0	0	0	0	47.86262225	71.70718396	44.8597278	17.96523059	0	0	0	0	0	290.483777	159.7516208
SALVADEHYPOX-PWY	2551.370731	1438.900709	1228.388537	1254.748258	10695.98395	7970.813279	9737.242024	9504.36834	11192.05611	6601.271019	4978.028361	3966.504128	4087.772693	9301.19418	11121.45347	10791.31099	4561.116834	5155.518629	6193.330096	16483.76665	17327.11476	13892.14203	9535.258108	8210.3032	6950.396658	3405.059926	4223.48539	2768.449724	1433.59436	1123.181014
SER-GLYSYN-PWY	3772.5207	2243.282905	2031.653361	1937.298472	12089.44615	9139.995887	10887.61709	9751.061912	11483.09668	6680.15536	5373.75017	4452.885378	4342.479956	5681.041409	6679.013791	6356.993709	6413.447986	7216.795402	8596.853233	11002.73731	11317.51871	9207.025845	12912.91421	11091.49402	9754.127585	4503.624602	5627.203839	3693.302977	2198.671871	1716.962019
SO4ASSIM-PWY	3405.125451	1927.12725	1820.082371	1694.395516	11762.64938	8965.24604	10504.75423	9288.57947	10763.93878	6224.843554	5120.188271	4301.024713	4112.19617	6041.221279	7205.997161	6949.994184	6154.830088	6844.194383	8131.376474	12892.89856	13387.86428	11110.50945	14419.7401	12302.05293	11177.67644	4945.584965	6142.472065	4005.976307	2074.013698	1665.196807
SUCSYN-PWY	304.695705	63.02299693	90.10918537	147.9268576	389.7161269	288.2007918	381.7690989	263.3717961	278.8373545	104.3666157	325.3545822	331.3759898	171.7781124	52.0689828	34.83845182	49.65952377	195.9850735	247.0446828	179.4363038	8753.634812	9116.212307	7419.614659	234.6973932	214.7613411	74.32271911	474.3380478	496.6396529	380.1557454	88.11595259	53.31665975
SULFATE-CYS-PWY	3771.023991	2155.214663	2002.093606	1893.296304	9938.271943	7466.312721	9042.891711	8678.390514	10188.50529	5867.030566	5313.574966	4467.974902	4276.594164	5997.663175	7108.623165	6845.38013	5055.413549	5605.38629	6712.341002	11398.2564	11860.98235	9767.56019	10896.34004	9286.22529	8407.495769	4155.443078	5140.422064	3321.835127	2228.432965	1750.99095
TCA	4318.668439	2582.973899	2254.595446	2148.615268	10896.36981	8203.449559	9853.328324	9460.591034	11132.94045	6425.332118	5477.999758	4633.42802	4406.496835	6123.251924	7290.789057	6965.192048	5388.991899	6068.87997	7282.484902	11788.21941	12257.41989	10057.88078	11537.21569	9886.393792	8720.264642	4091.404752	5107.933366	3348.468039	2528.279233	1960.994206
TCA-GLYOX-BYPASS	2973.719818	1729.636224	1469.300392	1358.79668	8919.425264	6782.373173	8004.650786	7487.616033	8780.526435	5100.097706	4311.243604	3624.846451	3454.518741	5351.72751	6387.30728	6121.993148	4489.180388	5058.275433	6081.814143	11376.05734	11796.7998	9682.459011	10423.10437	8896.724548	7932.201211	3630.922156	4538.200002	2984.571743	1720.282741	1353.073993
TEICHOICACID-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.68132587
THISYN-PWY	2405.086213	1442.175756	1377.050564	1252.309291	4702.638899	3214.678257	4607.966331	5222.978687	6223.019695	3536.389179	3964.729924	3350.810251	3244.440968	4731.20655	5623.304668	5399.3541	711.6106866	897.8895564	931.4168811	9990.728913	10370.54192	8450.811694	3023.855548	2653.916382	2321.20515	827.8904793	870.4235474	655.5044165	1430.529231	1068.182154
THRESYN-PWY	3623.382049	2182.245326	2009.472054	1860.57946	7537.368492	5563.548809	6973.626633	7074.925169	8365.670717	4807.538219	5608.206087	4849.521904	4602.854462	7289.621591	8583.548479	8435.005609	3645.443159	4019.985257	4823.601071	12930.25648	13294.18281	10941.98099	9092.498631	7678.042284	7134.379556	3892.438335	4817.502421	3088.852276	2132.710032	1657.796506
TRNA-CHARGING-PWY	3231.527352	1951.407183	1744.670575	1659.677873	7017.369154	5262.50532	6407.959774	6357.884229	7465.919711	4282.535441	4440.459679	3753.176792	3583.504322	5182.681686	6164.329088	5921.803957	3587.682796	4006.961317	4800.38663	10202.55509	10543.74589	8663.772824	8164.052103	6933.9801	6296.641481	3198.48254	3957.896435	2546.135932	1889.83539	1476.041021
TRPSYN-PWY	3533.337869	2150.744677	1937.195532	1827.620974	7210.175904	5410.653604	6598.29563	6588.632495	7750.077608	4439.994123	4542.287	3823.616859	3647.085869	5093.99362	6048.180555	5820.46788	3626.101304	4024.860034	4832.579504	10311.35361	10646.46219	8720.475512	8299.797828	7033.331331	6433.418348	3282.277055	4056.730813	2608.09582	2070.458877	1628.661308
TYRFUMCAT-PWY	1781.343669	898.0402189	757.8287942	737.7953719	7055.881036	5307.307142	6421.284445	6238.200559	7329.505007	4203.472648	3468.358786	2815.474794	2794.811419	4537.201472	5392.112568	5184.88088	3624.004131	4034.428074	4845.576497	6355.80404	6746.899986	5473.221283	7839.471724	6698.217858	5979.460038	2515.452674	3114.631522	2114.631313	961.653964	748.8148808
UBISYN-PWY	2514.463088	1311.156705	1121.511773	1073.701686	6705.946374	5049.81538	6037.276267	5709.35623	6711.013606	3875.738848	3490.250436	2948.559067	2849.79475	4827.40141	5758.793987	5570.755927	3571.504144	3958.015926	4768.114256	9762.399361	10065.35673	8288.376852	8331.218766	7079.564123	6444.648672	3172.02611	3917.589309	2516.412536	1371.752053	1070.446012
UDPNAGSYN-PWY	2445.78627	1423.020893	1159.055209	1190.220783	5951.534171	4516.224791	5302.507454	4911.781198	5752.428162	3324.66287	3163.671276	2679.209046	2586.238178	4387.345082	5230.721085	5048.127038	3262.731849	3624.90139	4348.993082	9661.06327	10015.44126	8228.039466	7498.971912	6351.013705	5797.553592	3080.922773	3808.305875	2447.292577	1367.653933	1104.886691
VALDEG-PWY	0	0	0	0	0	0	0	0	0	0	17.96172701	23.91726746	0	0	0	0	0	0	0	136.3247972	115.8305459	44.79211175	0	0	0	0	0	0	11.9546094	0
VALSYN-PWY	6043.67097	3512.064265	3117.649148	2827.225299	9100.437055	6753.527151	8353.280339	8549.142672	10138.19409	5858.146863	5966.461102	4947.158103	4744.91124	5864.968842	6957.412493	6692.049877	4366.951045	4750.026961	5753.632216	11745.20742	12028.75465	9760.981172	9476.390762	8030.349152	7284.401001	4180.73829	5156.399578	3331.888852	3571.907746	2735.940072
